,text,query,id,author_id,created_at,query_time
60,"The video recording of our @Starknet Nairobi Bootcamp #3 is now available on YouTube

@OFFICIAL_AM_C_C went through Starklings exercises and explained some core concepts in Cairo 1.0

Link to class ⤵️
🔗https://t.co/0fqzd09hmW https://t.co/7rLCD4wZNA",StarkNet CAIRO -is:reply -is:retweet,1655472278744825856,1531242020110487552,2023-05-08T07:18:43.000Z,2023-05-11T15-55-40
61,"⚡️ #StarkNetDev 🤖

Cairo、Starknet、Rust 文档知识问答 📚
帮助开发者和 Cairo 初学者答疑解惑，让你的开发更轻松

这是 @0xasten 新项目，目前正在内测阶段

🔧 该创新项目采用了 @LangChainAI 和 #Milvus 工具
📝 发现 STARK 宇宙，关注更多更新 ⬇️ https://t.co/1h39N5mzQe",StarkNet CAIRO -is:reply -is:retweet,1655433657581195265,1507010594758483982,2023-05-08T04:45:15.000Z,2023-05-11T15-55-40
62,"⚡️#StarkNetDev🤖

由社区成员共同制作的 Starknet 之书公布章节内容📚
https://t.co/gaxYAamE9w

🔍第一章：入门准备
🔹#Starknet 第一步
🔹安装开发环境：Docker 设置教程

🔍第二章：Cairo 智能合约
🔹开启第一个 Cairo 和 Starknet 合约
🔹合约示例：投票合约和 Pokémon 合约
🔹部分内容未完待续",StarkNet CAIRO -is:reply -is:retweet,1655430881107120131,1507010594758483982,2023-05-08T04:34:13.000Z,2023-05-11T15-55-40
63,"👩🏽‍🚀 #StarkNetEco 👨🏽‍🚀

@reddio_com 教程：使用 Cairo 1.0 编写 ERC721 合约 👨‍💻

🔍 了解 Cairo 和 Solidity 来龙去脉，深入探索以太坊上的 #NFT 世界
https://t.co/vtsUK0xEZU

https://t.co/0TrhlXvUFv",StarkNet CAIRO -is:reply -is:retweet,1655419900461211651,1507010594758483982,2023-05-08T03:50:35.000Z,2023-05-11T15-55-40
64,"💸Reaping the Benefits of Economical On-Chain Data💸
🪐Economical on-chain data: By posting only state change summaries and validity proofs on-chain, validity rollups reduce data storage and offer an economic advantage over optimistic rollups
#Starknet #StarkLaunch #Cairo https://t.co/mQyvtGmYF8",StarkNet CAIRO -is:reply -is:retweet,1655416929207877638,1640973285554024448,2023-05-08T03:38:46.000Z,2023-05-11T15-55-40
65,"🔆 #StarkEvent 📅

#Starknet Meetup 下一站来啦！墨西哥做好准备 🎉

✨加入聚会，探索学习，成为 STARK 专家
🤔Cairo 1.0
🔧Starknet JS
🌐区块链网络
一系列活动等你参与🤩

📅 5 月 28 日早 7 点至中午 12 点（UTC+8）
🔗 报名参与墨西哥线下聚会吧！
https://t.co/n419Xb2CMu https://t.co/UOZGV8hK74",StarkNet CAIRO -is:reply -is:retweet,1655407837013766144,1507010594758483982,2023-05-08T03:02:38.000Z,2023-05-11T15-55-40
66,"这么极端的土狗行情真是让人疲惫。
还是回归技术， 这些天，foundry, 前端, starknet的cairo等都搞起来。一切朝着开发一款牛逼dapp方向巩固技术。",StarkNet CAIRO -is:reply -is:retweet,1655405005653020672,4148970074,2023-05-08T02:51:23.000Z,2023-05-11T15-55-40
67,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/u6crd3s1WA 

My Address: 0x5b47d46f43d96884b202a66d6ce72e1d31bcee4852303ef7479cd08e6e688d8

Testnet: https://t.co/FWEC9nJmcY",StarkNet CAIRO -is:reply -is:retweet,1655344276941750272,4876929573,2023-05-07T22:50:05.000Z,2023-05-11T15-55-40
68,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/u6crd3s1WA 

My Address: 0x50baa4426e354df65950b4dcf3229654c36931e0b1492b793aabbfc15995943

Testnet: https://t.co/FWEC9nJmcY",StarkNet CAIRO -is:reply -is:retweet,1655343616510894081,4876929573,2023-05-07T22:47:27.000Z,2023-05-11T15-55-40
69,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/UUWtC8o6kp 

My Address: 0x27c66ed117928eb76044aa68acc0fa6e4ef9446bdc1d2730bbae4a925bc5192

Testnet: https://t.co/WFybS1zEMe",StarkNet CAIRO -is:reply -is:retweet,1655301980938555398,1653841683967094787,2023-05-07T20:02:00.000Z,2023-05-11T15-55-40
70,"🧵Recap of the Previous Day on #Starknet 🧵

May 6-7 (Weekend Edition)

- The Power of Cheap Computation 🪄🖥️🪄

- Starknet Events-tracker website 📜🌎🌍📜

- AI tool to boost knowledge around Cairo 1.0🤖 https://t.co/Cm6Mbx8a7N",StarkNet CAIRO -is:reply -is:retweet,1655283770394656773,1489498059042172931,2023-05-07T18:49:39.000Z,2023-05-11T15-55-40
71,"“墨西哥已经准备就绪！🇲🇽

我们将在墨西哥城举办我们的第一次聚会！请加入我们，学习成为STARK大师所需的一切知识🧠✨ 
✅ Cairo 1.0 
✅ StarkNet JS 
✅ 网络技术 
✅ 还有更多有趣的内容！

墨西哥城 
5月27日，下午5点

以下是更多信息 ↘️“ https://t.co/b7Z0cQnM15",StarkNet CAIRO -is:reply -is:retweet,1655163386722926593,1504416963803508737,2023-05-07T10:51:17.000Z,2023-05-11T15-55-40
72,"“想要使用Cairo 1.0来创建ERC721合约吗？

请看看这个由@reddio_com制作的非常棒的教程！🎨🖥️

从中学习Cairo与Solidity的区别，深入探索以太坊上的NFT世界。

一起开始吧！“
https://t.co/YKaWQDiTmf https://t.co/wUa6W8hrRU",StarkNet CAIRO -is:reply -is:retweet,1655160485434757120,1504416963803508737,2023-05-07T10:39:45.000Z,2023-05-11T15-55-40
73,"StarkNet is the most promising and advanced L2 on Ethereum. Unlike other L2s, StarkNet is not EVM-compatible and writes contracts in Cairo.

Other L2s sacrificed long-term benefits for short-term gains by forcing to be EVM-compatible and sticking with Solidity.",StarkNet CAIRO -is:reply -is:retweet,1655147627355201542,1266224181064216577,2023-05-07T09:48:40.000Z,2023-05-11T15-55-40
74,"Mexico, get ready! 🇲🇽

We're hosting our very first meetup in Mexico City! Join us to learn everything you need to become a STARK master 🧠✨
✅ Cairo 1.0
✅ StarkNet JS
✅ Networking
✅ And much more fun!

Mexico City
May 27th, 5:00 PM

More info below ↘️ https://t.co/3YJRj5tuem",StarkNet CAIRO -is:reply -is:retweet,1655123514511458311,953893947822280704,2023-05-07T08:12:51.000Z,2023-05-11T15-55-40
75,"If you missed your chance to register for the ongoing Basecamp cohort to learn all about Starknet, Cairo and STARKs, you can still watch the recordings of the sessions.

I'll keep updating this thread with new recordings as we make progress in the course.",StarkNet CAIRO -is:reply -is:retweet,1655044566666412032,80131895,2023-05-07T02:59:08.000Z,2023-05-11T15-55-40
76,"Check out this item on MintSquare - Cairo Wolves #53 https://t.co/VyL9TWfppw via @MintSquareNFT 

This is so me",StarkNet CAIRO -is:reply -is:retweet,1654955041856405505,1445872608935768069,2023-05-06T21:03:24.000Z,2023-05-11T15-55-40
77,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/cUo64ireZe 

My Address: 0x36f70f8733c411c2426ff9a6383aa5f793cce177c28a7904cab3ad8068d3b99

Testnet: https://t.co/UPGLb25cx0",StarkNet CAIRO -is:reply -is:retweet,1654888558753202177,1350456253236043776,2023-05-06T16:39:13.000Z,2023-05-11T15-55-40
78,"Thanks for the highlight @Starknet ! We are also working for an awesome tool if you were missing it: #GPT powered tool to convert #solidity to #Cairo instantly, we invite Cairo developers join our beta testing, register here https://t.co/s2FW38eDnP https://t.co/39selTy0yL https://t.co/lGsyjRZVTi",StarkNet CAIRO -is:reply -is:retweet,1654843039448432642,1444892527887204352,2023-05-06T13:38:20.000Z,2023-05-11T15-55-40
79,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/HGe5xxP61f 

My Address: 0x5495ce31e48be42dea4e8f4e58417f627bc5c4a7e7c525a1efc66ca225b0b1

Testnet: https://t.co/oRJZKxyAlk",StarkNet CAIRO -is:reply -is:retweet,1654819945396727808,1373779892492509186,2023-05-06T12:06:34.000Z,2023-05-11T15-55-40
80,"I am able to write #Starknet smart contract in Cairo 1.0 thanks to @0xasten 

@Starknet @GuthL https://t.co/yNwflCLWM6 https://t.co/DYdBEYCutD",StarkNet CAIRO -is:reply -is:retweet,1654799261182353409,979572487359877120,2023-05-06T10:44:23.000Z,2023-05-11T15-55-40
81,"Lambda Class团队在过去的这段时间中一直致力于对Cairo 1.0的支持和LambdaWorks STARK验证器的改进。

让我们深入了解下他们在Starknet上完成的卓越工作吧👇 https://t.co/Fhw5ksjXPx",StarkNet CAIRO -is:reply -is:retweet,1654798954469670912,1504416963803508737,2023-05-06T10:43:10.000Z,2023-05-11T15-55-40
82,Headstart with Starknet &amp; Cairo  #KeepStarknetStrange #SterknetIndia @PhoenixGuildHQ @tpg_pune https://t.co/oZCzJS91TZ,StarkNet CAIRO -is:reply -is:retweet,1654749054784643072,1482339866486931456,2023-05-06T07:24:53.000Z,2023-05-11T15-55-40
83,"Join us for the exciting kickoff of #StarknetConnect Chennai, presented in partnership with @TPG_Chennai at @iitmadras and @guviofficial ! 

Don't miss this opportunity to learn all about #ZKP and how to build on @Starknet with #Cairo 1 

#KeepStarknetStrange https://t.co/356k5gVUzn",StarkNet CAIRO -is:reply -is:retweet,1654727470590070790,1479033772091719682,2023-05-06T05:59:06.000Z,2023-05-11T15-55-40
84,"⚡️ #StarkNetDev 🤖

速览 @ClassLambda 在本周都取得了哪些开发进展？

🔵 Cairo rs 
🟠 StarkNet in Rust 
⚪ Sierra 2 MLIR 
🔴 LambdaWorks 证明器",StarkNet CAIRO -is:reply -is:retweet,1654708146231992322,1507010594758483982,2023-05-06T04:42:19.000Z,2023-05-11T15-55-40
85,"⚡️ #StarkNetDev 🤖

快来编写你的第一份 #CairoLang 智能合约吧！👇
https://t.co/i1hRLvAZJN

h/t @Web3Hubs 和 @_HerDAO 成员 @espejelomar
https://t.co/FrcA922a0j",StarkNet CAIRO -is:reply -is:retweet,1654705799682473989,1507010594758483982,2023-05-06T04:33:00.000Z,2023-05-11T15-55-40
86,"🚀 Exciting news! I am internally testing my new ""Question Answering Over #Cairo #Starknet #Rust  Docs"" project.  

🎉 This innovative tool leverages @LangChainAI and #Milvus

Making knowledge discovery a breeze! Stay tuned for more updates. 

@Starknet @StarkNet_ZH https://t.co/hrvFAsbbjD",StarkNet CAIRO -is:reply -is:retweet,1654698327097872384,1459557999798743047,2023-05-06T04:03:18.000Z,2023-05-11T15-55-40
87,"👩🏽‍🚀 #StarkNetEco 👨🏽‍🚀

回顾 @OmniFDN 和 @StarkWareLtd AMA 会议的文字版记录 🎙️

💡 #Starknet 如何利用 Omni 引入更多流动性，同时兼顾 Cairo 优势

查看完整 AMA 会议内容整理 ⬇️
https://t.co/60kc6YUat5",StarkNet CAIRO -is:reply -is:retweet,1654695314312556544,1507010594758483982,2023-05-06T03:51:20.000Z,2023-05-11T15-55-40
88,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/nnh5iquUol 

My Address: 0x2616145c37880e3130df46b034c42c5ca5afbbf5a2275edd967fd3fc18a79dc

Testnet: https://t.co/t9vFN39YPJ",StarkNet CAIRO -is:reply -is:retweet,1654632745430323202,1566287417295876096,2023-05-05T23:42:42.000Z,2023-05-11T15-55-40
89,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/nnh5iquUol 

My Address: 0x2449a95ab7e550db966aeb55cc3a401efb05db2bbd279eada5d0b17048e5d85

Testnet: https://t.co/t9vFN39YPJ",StarkNet CAIRO -is:reply -is:retweet,1654632537816436736,1566287417295876096,2023-05-05T23:41:53.000Z,2023-05-11T15-55-40
90,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/IhcB7TAtGL 

My Address: 0x6d0cb3f74b64cac3dcef91724daea4605e0eda766364e788ab530d55f919547

Testnet: https://t.co/1vnfrxInTm",StarkNet CAIRO -is:reply -is:retweet,1654627814375849985,1637728866876932096,2023-05-05T23:23:07.000Z,2023-05-11T15-55-40
91,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/IhcB7TAtGL 

My Address: 0x25ef5a8c191d600dd571684bf3e6fe5ed68acaefd3757debee24d7a2bb6c214

Testnet: https://t.co/1vnfrxInTm",StarkNet CAIRO -is:reply -is:retweet,1654627693521149952,1637728866876932096,2023-05-05T23:22:38.000Z,2023-05-11T15-55-40
92,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/MpELYmzucX 

My Address: 0x70e30872ab34139400d941b2902bd0220b292eeaf6949471908ebaa785530b4

Testnet: https://t.co/cS6DSy3Fa5",StarkNet CAIRO -is:reply -is:retweet,1654623506418761729,1567787060639203330,2023-05-05T23:06:00.000Z,2023-05-11T15-55-40
93,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/MpELYmzucX 

My Address: 0x6fa33f40d81bbb35c0cb8ab5ec3299dd00af05c5a988eab710e11b4f3b07b87

Testnet: https://t.co/cS6DSy3Fa5",StarkNet CAIRO -is:reply -is:retweet,1654623250759172097,1567787060639203330,2023-05-05T23:04:59.000Z,2023-05-11T15-55-40
94,"1/12 In the past few weeks, we’ve been busy adding support for Cairo 1.0 to our projects and improving the LambdaWorks STARK prover

🔵 Cairo rs
🟠 StarkNet in Rust
⚪ Sierra 2 MLIR
🔴 LambdaWorks Prover

Let's dive into the details! https://t.co/aD0m81vbRv",StarkNet CAIRO -is:reply -is:retweet,1654607398999408643,1067470728486895616,2023-05-05T22:01:59.000Z,2023-05-11T15-55-40
95,"Missed our AMA on Wednesday with @StarkWareLtd? Here's a recap covering how Starknet will leverage Omni to pull in more liquidity while retaining the performance advantages of Cairo

https://t.co/35Oc0pC0BF https://t.co/sFmxLOO8fg",StarkNet CAIRO -is:reply -is:retweet,1654492483466801154,1400661553750368256,2023-05-05T14:25:21.000Z,2023-05-11T15-55-40
96,"Missed our AMA Wednesday with @StarkWareLtd? Here's a recap covering how Starknet will leverage Omni to pull in more liquidity while retaining the performance advantages of Cairo

https://t.co/35Oc0pC0BF https://t.co/AkcpDEPZJI",StarkNet CAIRO -is:reply -is:retweet,1654492394287398914,1400661553750368256,2023-05-05T14:25:00.000Z,2023-05-11T15-55-40
97,"Missed our AMA yesterday with @StarkWareLtd? Here's a recap covering how Starknet will leverage Omni to pull in more liquidity while retaining the performance advantages of Cairo

https://t.co/35Oc0pC0BF https://t.co/4s2SE26So2",StarkNet CAIRO -is:reply -is:retweet,1654491628990607370,1400661553750368256,2023-05-05T14:21:57.000Z,2023-05-11T15-55-40
98,"I'm claiming testnet tokens for @10KSwap, an open sourced AMM protocol built on StarkNet in Cairo. 
10KSwap mainnet has been launched: https://t.co/Nulnje5tT1 

My Address: 0x5d00a2a2a01c9e4eb90097d81d83ae96fad8487259f3898bc57a0b0a3bfa922

Testnet: https://t.co/Jwy8zyX5xB",StarkNet CAIRO -is:reply -is:retweet,1654471994241581061,1363828012001726468,2023-05-05T13:03:56.000Z,2023-05-11T15-55-40
